id|uri|siglaTipo|codTipo|numero|ano|ementa|dataApresentacao|uriOrgaoNumerador|statusProposicao|uriAutores|descricaoTipo|ementaDetalhada|keywords|uriPropPrincipal|uriPropAnterior|uriPropPosterior|urlInteiroTeor|urnFinal|texto|justificativa
2320831|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320831|PL|139|1078|2022|Dispõe sobre a transformação do campus Oiapoque da Universidade Federal do Amapá em Universidade Federal da Fronteira Norte (UNIFRON) e dá outras providências.|2022-05-02T09:22||"{'dataHora': '2023-03-27T18:52', 'sequencia': 21, 'siglaOrgao': 'MESA', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/4', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Distribuição', 'codTipoTramitacao': '110', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Decisão da Presidência  de 27/03/2023, conforme o seguinte teor: ""Tendo em vista a edição da Resolução da Câmara dos Deputados n. 1/2023 [...], criando a Comissão de Trabalho e a Comissão de Administração e Serviço Público, revejo o despacho de distribuição aposto...""...""para o fim de determinar sua redistribuição à Comissão de Admistração e Serviço Público, em substituição à Comissão de Trabalho, de Administração e Serviço Público, extinta pela mesma Resolução."".', 'url': 'https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2250039', 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}"|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320831/autores|Projeto de Lei||Criação, Universidade Federal da Fronteira Norte (UNIFRON), sede, foro, Oiapoque (AP), Amapá, transformação, campus universitário, Universidade Federal do Amapá (UNIFAP), oferta, Educação superior, Graduação, Pós-graduação, desenvolvimento, pesquisa, extensão universitária, cultura, inovação tecnológica, desenvolvimento regional. _Estatuto, Regimento interno, unidade, composição, recursos financeiros, criação, cargo (direito do trabalho).||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162260|||
2320837|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320837|PL|139|1079|2022|Determina numero de vagas em escolas técnicas federais e universidades federais sejam destinadas ao preenchimento por pessoas com o Transtorno do Espectro Autista.|2022-05-02T10:17||{'dataHora': '2022-05-13T00:00', 'sequencia': 22, 'siglaOrgao': 'CCP', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/186', 'uriUltimoRelator': None, 'regime': 'Prioridade (Art. 151, II, RICD)', 'descricaoTramitacao': 'Publicação de Proposição', 'codTipoTramitacao': '604', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 14/05/2022 PAG 66', 'url': None, 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320837/autores|Projeto de Lei||Alteração, obrigatoriedade, Instituição de Ensino Superior (IES), Ensino técnico de grau médio, percentual, vaga, Pessoa com transtorno do espectro autista.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2090381|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162282|||
2320848|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320848|PL|139|1080|2022|Altera a Lei nº 8.078, de 11 de setembro de 1990, para limitar a quantidade diária de interações para publicidade e cobrança.|2022-05-02T10:36||{'dataHora': '2022-05-16T09:33', 'sequencia': 16, 'siglaOrgao': 'CCJC', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2003', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Apensação', 'codTipoTramitacao': '106', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Apensação desta proposição ao PL 2661/2015.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação do Plenário'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320848/autores|Projeto de Lei||Alteração, Código de Defesa do Consumidor, Prática abusiva, fornecedor, excesso, Ligação telefônica, Serviço de mensagens curtas, consumidor, divulgação, produtos, serviços.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/1671887|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162312|||
2320849|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320849|PL|139|1081|2022|Altera a Lei nº 12.764, de 27 de dezembro de 2012, para estabelecer pena administrativa em caso de discriminação contra pessoa com Transtorno do Espectro Autista.|2022-05-02T10:38||{'dataHora': '2022-06-15T18:33', 'sequencia': 19, 'siglaOrgao': 'CCJC', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2003', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Recebimento', 'codTipoTramitacao': '500', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Recebimento pela CCJC, apensado ao PL-1064/2022', 'url': None, 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320849/autores|Projeto de Lei||Alteração, Lei Berenice Piana, penalidade administrativa, agente público, pessoa física, pessoa jurídica, discriminação, pessoa com transtorno do espectro autista, pessoa com deficiência, autismo.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320717|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162314|||
2320850|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320850|PL|139|1082|2022|Altera a Lei nº 13.425, de 2017, que dispõe sobre a prevenção e combate a incêndio e a desastres em estabelecimentos, edificações e áreas de reunião de público, para dispor sobre a segurança próxima aos carros alegóricos em eventos recreativos e culturais.|2022-05-02T10:57|https://dadosabertos.camara.leg.br/api/v2/orgaos/2016|{'dataHora': '2023-02-02T00:00', 'sequencia': 32, 'siglaOrgao': 'MESA', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/4', 'uriUltimoRelator': 'https://dadosabertos.camara.leg.br/api/v2/deputados/204539', 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Arquivamento', 'codTipoTramitacao': '502', 'descricaoSituacao': 'Arquivada', 'codSituacao': 923, 'despacho': 'Arquivado nos termos do art. 133 do RICD (rejeição nas Comissões de mérito).', 'url': 'https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2225003', 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320850/autores|Projeto de Lei||Alteração, lei federal, diretrizes, segurança, carro alegórico, evento, desfile, Escola de samba, Carnaval.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162316|||
2320917|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320917|PL|139|1083|2022|Dispõe sobre o programa de terapia nutricional para pessoas com transtorno do espectro autista (TEA).|2022-05-02T11:11||"{'dataHora': '2023-03-23T18:28', 'sequencia': 19, 'siglaOrgao': 'MESA', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/4', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Distribuição', 'codTipoTramitacao': '110', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Decisão da Presidência  de 23/03/2023, conforme o seguinte teor: ""Tendo em vista a edição da Resolução da Câmara dos Deputados n. 1/2023 [...], criando a Comissão de Previdência, Assistência Social, Infância, Adolescência e Família e a Comissão de Saúde, revejo o despacho de distribuição aposto...""...""para o fim de determinar sua redistribuição à Comissão de Saúde, em substituição à Comissão de Seguridade Social e Família, extinta pela mesma Resolução.""', 'url': 'https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2248757', 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}"|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320917/autores|Projeto de Lei||Criação, Programa de Terapia Nutricional para as Pessoas com Transtorno de Espectro Autista (TEA), política pública, segurança alimentar e nutricional, orientação alimentar, nutrição, autismo, pessoa com deficiência, educação alimentar e nutricional.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162443|||
2320919|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320919|PL|139|1084|2022|Dispõe sobre o benefício do vale sacolão.|2022-05-02T11:17|https://dadosabertos.camara.leg.br/api/v2/orgaos/2014|{'dataHora': '2022-12-08T00:00', 'sequencia': 34, 'siglaOrgao': 'CCP', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/186', 'uriUltimoRelator': 'https://dadosabertos.camara.leg.br/api/v2/deputados/204524', 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Publicação de Proposição', 'codTipoTramitacao': '604', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Encaminhada à publicação. Parecer da Comissão de Seguridade Social e Família Publicado em avulso e no DCD de 09/12/2022, Letra A.', 'url': None, 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320919/autores|Projeto de Lei||Criação, benefício assistencial, vale sacolão, população de baixa renda, Cadastro Único para Programas Sociais do Governo Federal (CadÚnico), compra, fruta, produto alimentício, alimentação básica, segurança alimentar e nutricional.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162448|||
2320935|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320935|PL|139|1085|2022|"Modifica os artigos 4º-A e 7º da Lei nº 9.613, de 3 de março de 1998, que dispõe sobre os crimes de ""lavagem"" ou ocultação de bens, direitos e valores; a prevenção da utilização do sistema financeiro para os ilícitos previstos nesta Lei; cria o Conselho de Controle de Atividades Financeiras - COAF, e dá outras providências."|2022-05-02T12:15||{'dataHora': '2022-05-16T00:00', 'sequencia': 21, 'siglaOrgao': 'CCJC', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2003', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Devolução ao Relator', 'codTipoTramitacao': '170', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Devolvido ao Relator, Dep. Fábio Trad (PSD-MS), tendo em vista a apensação do PL 2456/2021.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320935/autores|Projeto de Lei|Estabelece que o Distrito Federal será destinatário do perdimento de bens, direitos e valores, como efeito da condenação por crimes de lavagem de dinheiro.|Alteração, Lei de Lavagem de Dinheiro, condenação, crime, lavagem de dinheiro, perda, bens, direitos, critério, destinação, ente federado, Distrito Federal.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2084012|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162531|||
2321011|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321011|PL|139|1087|2022|Estabelece a obrigatoriedade de apresentação da Caderneta de Saúde da Criança para realização da matrícula de aluno na rede pública de educação de nível infantil e fundamental.|2022-05-02T16:22||{'dataHora': '2022-05-16T00:00', 'sequencia': 21, 'siglaOrgao': 'CCJC', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2003', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Designação de Relator', 'codTipoTramitacao': '320', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Designado Relator, Dep. Diego Garcia (PODE-PR)', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação do Plenário'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321011/autores|Projeto de Lei||Obrigatoriedade, caderneta de saúde, criança, matrícula, rede pública de ensino, educação infantil, ensino fundamental, educação básica.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193777|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162820|||
2321013|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321013|PL|139|1088|2022|Altera o artigo 3º da Lei 9.099, de 26 de setembro de 1995 para tratar sobre a competência dos Juizados Especiais Cíveis.|2022-05-02T16:23||{'dataHora': '2022-05-09T00:00', 'sequencia': 14, 'siglaOrgao': 'CCP', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/186', 'uriUltimoRelator': None, 'regime': 'Urgência (Art. 155, RICD)', 'descricaoTramitacao': 'Publicação de Proposição', 'codTipoTramitacao': '604', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 10/05/2022 PAG 66', 'url': None, 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação do Plenário'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321013/autores|Projeto de Lei||Alteração, Lei dos Juizados Especiais Cíveis e Criminais, Juizado especial cível, competência, ação judicial, ampliação, valor da causa.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/1693090|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162827|||
2321015|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321015|PL|139|1089|2022|Inclui o pagamento de cursos de língua estrangeira e preparatórios para concursos públicos nas despesas dedutíveis da base de cálculo do imposto de renda das pessoas físicas.|2022-05-02T16:24||{'dataHora': '2022-05-11T16:17', 'sequencia': 16, 'siglaOrgao': 'CFT', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2010', 'uriUltimoRelator': None, 'regime': 'Prioridade (Art. 151, II, RICD)', 'descricaoTramitacao': 'Apensação', 'codTipoTramitacao': '106', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Apensação desta proposição ao PL 11073/2018.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321015/autores|Projeto de Lei|Altera a Lei nº 9.250 de 1995.|Alteração, Legislação Tributária Federal, dedução, Imposto sobre a Renda da Pessoa Física (IRPF), pessoa física, Curso (educação), Língua estrangeira, preparação, concurso público, benefício fiscal, tributação.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2187732|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162836|||
2321016|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321016|PL|139|1090|2022|Acrescenta parágrafo único ao artigo 1.146 da Lei 10.406, de 10 de janeiro de 2002, para tratar da responsabilidade por sucessão do adquirente de estabelecimento empresarial.|2022-05-02T16:26|https://dadosabertos.camara.leg.br/api/v2/orgaos/2008|{'dataHora': '2022-12-20T08:04', 'sequencia': 30, 'siglaOrgao': 'CCJC', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2003', 'uriUltimoRelator': 'https://dadosabertos.camara.leg.br/api/v2/deputados/204557', 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Recebimento', 'codTipoTramitacao': '500', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Recebimento pela CCJC.', 'url': None, 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321016/autores|Projeto de Lei||Alteração, Código Civil (2002), inaplicação, responsabilidade tributária,  Adquirente, empesa, Sucessão empresarial, ausência, transferência, titularidade.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162838|||
2321017|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321017|PL|139|1091|2022|Altera o artigo 14 da Lei 12.016, de 07 de agosto de 2009, para estabelecer exceções à obrigatoriedade do duplo grau de jurisdição nas ações de mandado de segurança individual e coletivo.|2022-05-02T16:27||{'dataHora': '2022-05-09T00:00', 'sequencia': 15, 'siglaOrgao': 'CCP', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/186', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Publicação de Proposição', 'codTipoTramitacao': '604', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 10/05/2022 PAG 78', 'url': None, 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321017/autores|Projeto de Lei||Alteração, Lei do Mandado de Segurança (2009), exceção, obrigatoriedade, duplo grau de jurisdição, mandado de segurança individual, mandado de segurança coletivo.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162842|||
2321018|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321018|PL|139|1092|2022|Acrescenta inciso ao artigo 206 da Lei 10.406, de 10 de janeiro de 2002, para estabelecer prazo de prescrição da pretensão de cobrança das taxas condominiais.|2022-05-02T16:28||{'dataHora': '2022-05-09T00:00', 'sequencia': 15, 'siglaOrgao': 'CCP', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/186', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Publicação de Proposição', 'codTipoTramitacao': '604', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 10/05/2022 PAG 82', 'url': None, 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321018/autores|Projeto de Lei||Alteração, Código Civil (2002), prazo prescricional, cobrança, taxa condominial.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2162844|||
2321117|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321117|PL|139|1093|2022|Institui o Selo Biocombustível Social e dá outras providências.|2022-05-03T10:54|https://dadosabertos.camara.leg.br/api/v2/orgaos/180|{'dataHora': '2022-08-29T00:00', 'sequencia': 31, 'siglaOrgao': 'MESA', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/4', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Arquivamento', 'codTipoTramitacao': '502', 'descricaoSituacao': 'Arquivada', 'codSituacao': 923, 'despacho': 'Arquivado', 'url': None, 'ambito': 'Regimental', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321117/autores|Projeto de Lei||Criação, Selo Biocombustível Social, Inclusão produtiva, agricultor familiar. _Finalidade, estímulo, aquisição, matéria-prima, produção, agricultor familiar, destinação, produção, biocombustível, garantia, assistência técnica, geração, renda, emprego. _Concessão, produtor, empresa importadora, inclusão, agricultor familiar, cadeia produtiva, biocombustível. _Ministério da Agricultura, Pecuária e Abastecimento. Câmara Técnica Setorial, acompanhamento, avaliação, atos, âmbito, Selo Biocombustível Social, coordenação, Ministério da Agricultura, Pecuária e Abastecimento. _Alteração, Lei Federal, Política Nacional de Biocombustíveis (RenovaBio), inclusão, princípios, incentivo, participação, agricultura familiar.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2163213|||
