id|uri|siglaTipo|codTipo|numero|ano|ementa|dataApresentacao|uriOrgaoNumerador|statusProposicao|uriAutores|descricaoTipo|ementaDetalhada|keywords|uriPropPrincipal|uriPropAnterior|uriPropPosterior|urlInteiroTeor|urnFinal|texto|justificativa
2313965|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313965|PL|139|115|2022|Altera o artigo 112 da Lei 7.210, de 11 de julho de 1984 - Lei de Execuções Penais, para estabelecer percentual de cumprimento da pena exigível para a progressão de regime no caso de reincidência não específica em crime hediondo.|2022-02-02T19:43||{'dataHora': '2022-02-18T00:00', 'sequencia': 17, 'siglaOrgao': 'CCJC', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2003', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Designação de Relator', 'codTipoTramitacao': '320', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Designado Relator, Dep. Fábio Trad (PSD-MS)', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação do Plenário'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313965/autores|Projeto de Lei||Alteração, Lei de Execução Penal, fixação, percentual, cumprimento, pena, exigência, progressão de regime prisional, ausência, reincidência específica, crime hediondo.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2268672|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131311|||
2313966|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313966|PL|139|116|2022|"Altera dispositivos da Lei nº 12.608 de 10 de abril
de 2012, e da Lei nº 12.340, de 1º de dezembro de
2010, para garantir a segurança, proteção e 
monitoramento em áreas de interesse geológico, e 
áreas naturais voltadas ao turismo e lazer."|2022-02-02T19:43||{'dataHora': '2022-04-11T13:40', 'sequencia': 16, 'siglaOrgao': 'CMADS', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/6174', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Apensação', 'codTipoTramitacao': '106', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Apensação desta proposição ao PL 68/2022.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação do Plenário'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313966/autores|Projeto de Lei||Alteração, Lei Federal, Dever do Estado, adoção, medida de proteção, redução, riscos (segurança), desatre, Área geográfoca, natureza ambiental, potencial turístico. _Política Nacional de Proteção e Defesa Civil (PNPDEC), promoção, desenvolvimento sustentável, exploração, turismo, local, formação geológica, área geográfica, natureza ambiental. _Município, elaboração, mapeamento, Área de risco, ocorrência, deslizamento, Plano de contingência, proteção, defesa civil|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313856|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131315|||
2313967|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313967|PL|139|117|2022|Obriga as empresas prestadoras de serviços de internet móvel e banda larga na modalidade pós-paga a apresentarem, na fatura mensal, gráficos sobre o registro médio diário de entrega da velocidade de recebimento e envio de dados pela rede mundial de computadores.|2022-02-02T19:43||{'dataHora': '2022-02-18T00:00', 'sequencia': 17, 'siglaOrgao': 'CCJC', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2003', 'uriUltimoRelator': None, 'regime': 'Prioridade (Art. 151, II, RICD)', 'descricaoTramitacao': 'Designação de Relator', 'codTipoTramitacao': '320', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Designado Relator, Dep. Lucas Vergilio (SOLIDARI-GO)', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação do Plenário'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313967/autores|Projeto de Lei||Obrigatoriedade, Empresa prestadora de serviços, telefonia móvel, banda larga, modalidade, telefone celular pós-pago, apresentação, fatura, mensal, Infográfico, registro, entrega, velocidade,  recebimento, remessa, dados, internet. descumprimento, sanção.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/448673|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131317|||
2313968|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313968|PL|139|118|2022|"Veda a exigência de passaporte 
vacinal contra Covid-19 como 
condição para o exercício de direitos."|2022-02-02T19:50||{'dataHora': '2022-02-17T00:00', 'sequencia': 17, 'siglaOrgao': 'CSAUDE', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2014', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Designação de Relator', 'codTipoTramitacao': '320', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Designada Relatora, Dep. Carla Dickson (PROS-RN)', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação do Plenário'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313968/autores|Projeto de Lei||Proibição, exigência, Passaporte Sanitário de Covid, Atestado de vacinação, Caderneta de vacinação, entrada, evento público, bar, restaurante, shopping center, escola, universidade, manutenção, contrato de trabalho, livre exercício profissional, acesso, saída, brasileiro, território nacional.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2296946|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131319|||
2313969|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313969|PL|139|119|2022|"Dispõe sobre normas gerais relativas à
 emissão de nota fiscal ou documento 
equivalente e trata de infrações da 
ordem econômica, alterando a Lei nº 
12.529, de 30 de novembro de 2011,
que estrutura o Sistema Brasileiro de
 Defesa da Concorrência; dispõe sobre a 
prevenção e repressão às infrações 
contra a ordem econômica e dá outras
 providências."|2022-02-02T19:55|https://dadosabertos.camara.leg.br/api/v2/orgaos/2008|{'dataHora': '2023-03-28T00:00', 'sequencia': 22, 'siglaOrgao': 'CCP', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/186', 'uriUltimoRelator': 'https://dadosabertos.camara.leg.br/api/v2/deputados/204516', 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Notificações', 'codTipoTramitacao': '1005', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Avulso atualizado - despacho.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313969/autores|Projeto de Lei||Norma geral, emissão, nota fiscal, recibo de pagamento, documento, venda, mercadoria, prestação de serviços, especificação, quantidade, quantidade, preço. _Alteração, Lei de Defesa da Concorrência (2011), Infração contra a ordem econômica, imposição, fornecedor, comércio, bens, serviços, preço, desconto, condição, pagamento, quantidade, mínimo, máximo, margem de lucro.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131321|||
2313978|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313978|PL|139|120|2022|Altera a Lei n° 14.133, de 1º de abril de 2021, para estabelecer a obrigatoriedade de os órgãos e entidades públicas exigirem que percentual mínimo da mão de obra responsável pela execução do objeto de contratos administrativos seja constituído por pessoas nas situações especificadas.|2022-02-02T20:36||{'dataHora': '2023-03-29T17:11', 'sequencia': 17, 'siglaOrgao': 'CSAUDE', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2014', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Notificação de Apensação', 'codTipoTramitacao': '504', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Apensação do PL 371/2023 a esta proposição.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313978/autores|Projeto de Lei||Alteração, Lei de Licitações e Contratos Administrativos (2021), órgão público, entidade pública, exigência, percentual, mínimo, mão de obra, responsabilidade, execução, obra pública, formação, mulher, vítima, violência doméstica, egresso, sistema carcerário, pessoa, idoso. _Obrigatoriedade, contratado, reserva, vaga, pessoa com deficiência.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131342|||
2313981|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313981|PL|139|121|2022|Altera a Lei nº 11.346, de 15 de setembro de 2006, para prever percentuais mínimos de produtos da agricultura familiar nas cestas básicas que forem distribuídas no âmbito do Sistema Nacional de Segurança Alimentar e Nutricional - Sisan.|2022-02-02T20:52||{'dataHora': '2022-12-29T00:00', 'sequencia': 21, 'siglaOrgao': 'CCP', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/186', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Notificações', 'codTipoTramitacao': '1005', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Avulso atualizado - despacho.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313981/autores|Projeto de Lei||Alteração, Lei Orgânica de Segurança Alimentar e Nutricional, garantia, percentual, mínimo, produtos, agricultura familiar, Cesta básica, distribuição, âmbito, Sistema Nacional de Segurança Alimentar e Nutricional (Sisan).||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131390|||
2313992|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313992|PL|139|122|2022|Isenta do foro previsto no Decreto-lei nº 9.760, de 5 de setembro de 1946, da taxa de ocupação de terrenos da União e do laudêmio por transferência onerosa, entre vivos, do domínio útil e da inscrição de ocupação de terreno da União ou de cessão de direito a eles relativos previstos no Decreto-lei nº 2.398, de 21 de dezembro de 1987, os templos de qualquer culto de que trata o art. 150, inciso VI, alínea b, e as entidades beneficentes de assistência social de que trata o art. 195, § 7º, da Constituição.|2022-02-03T10:42||{'dataHora': '2022-02-21T11:24', 'sequencia': 16, 'siglaOrgao': 'CTRAB', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2015', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Apensação', 'codTipoTramitacao': '106', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Apensação desta proposição ao PL 1889/2021.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313992/autores|Projeto de Lei||Alteração, Decreto-Lei, isenção, pagamento, Foro (enfiteuse), Taxa de ocupação, laudêmio, terreno, imóvel, União, ocupação, templo religioso, entidade beneficente.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2283645|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131511|||
2313994|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313994|PL|139|123|2022|Altera o art. 3º da Lei nº 14.034, de 5 de agosto de 2020, para estender as determinações relativas ao reembolso do valor de passagem aérea devido ao consumidor por cancelamento de voo e por desistência própria, implantadas em virtude da pandemia da covid-19, e dá outras providências.|2022-02-03T10:43||{'dataHora': '2022-04-07T13:12', 'sequencia': 16, 'siglaOrgao': 'CVT', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2016', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Apensação', 'codTipoTramitacao': '106', 'descricaoSituacao': 'Tramitando em Conjunto', 'codSituacao': 925, 'despacho': 'Apensação desta proposição ao PL 108/2022.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313994/autores|Projeto de Lei||Alteração, Lei Federal, medida emergencial, aviação civil, prorrogação, prazo, ressarcimento, valor, passagem aérea, consumidor, cancelamento, desistência, voo, decorrência, pandemia, coronavírus.|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313951|||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131515|||
2313995|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313995|PL|139|124|2022|Estabelece medida excepcional para suspender lançamento de cobrança adicional à remuneração por fornecimento de água e/ou energia elétrica durante situação de Emergência ou Estado de Calamidade Pública decretada por ente da federação em virtude de desastre natural ou provocada por ação humana.|2022-02-03T10:58||{'dataHora': '2022-03-07T09:07', 'sequencia': 21, 'siglaOrgao': 'CDU', 'uriOrgao': 'https://dadosabertos.camara.leg.br/api/v2/orgaos/2006', 'uriUltimoRelator': None, 'regime': 'Ordinário (Art. 151, III, RICD)', 'descricaoTramitacao': 'Notificação de Apensação', 'codTipoTramitacao': '504', 'descricaoSituacao': 'Aguardando Designação de Relator', 'codSituacao': 907, 'despacho': 'Apensação do PL 150/2022 a esta proposição.', 'url': None, 'ambito': 'Protocolar', 'apreciacao': 'Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II'}|https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313995/autores|Projeto de Lei||Suspensão, caráter excepcional, cobrança, adicional, remuneração, fornecimento, água, energia elétrica, período, estado de emergência, calamidade pública, decorrência, desastre ambiental, provocação, homem, ecossistema.||||https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2131518|||
